"contig_name","orf_num_in_contig_A","actual_start_A","actual_end_A","orf_direction_A","ARG_group","ARG_subtype","ARG_riskrank","ARG_mechanism","orf_num_in_contig_B","actual_start_B","actual_end_B","orf_direction_B","MGE_major_category","MGE_minor_category","MGE_Class","Agricultural","Non.agricultural"
"k131_121224_length_8482_cov_14.0017",4,780,1044,-1,"macrolide-lincosamide-streptogramin","erm(F)","II","Antibiotic target alteration",13,6985,7309,1,"replication/recombination/repair","initiation,copy number control,plasmid","Plasmid",0.000294615012871287,0.120629977279152
"k131_457706_length_8500_cov_18.9140",13,7583,7847,-1,"macrolide-lincosamide-streptogramin","erm(F)","II","Antibiotic target alteration",3,2504,2801,-1,"transfer","conjugation","Conjugative Element (CE)",0.000317688928217822,0.120557217533569
"k131_457706_length_8500_cov_18.9140",13,7583,7847,-1,"macrolide-lincosamide-streptogramin","erm(F)","II","Antibiotic target alteration",5,4456,4527,-1,"stability/transfer/defense",NA,"Plasmid",0.000317688928217822,0.120557217533569
"k131_457706_length_8500_cov_18.9140",13,7583,7847,-1,"macrolide-lincosamide-streptogramin","erm(F)","II","Antibiotic target alteration",6,4718,4804,-1,"stability/transfer/defense",NA,"Phage",0.000317688928217822,0.120557217533569
"k131_457706_length_8500_cov_18.9140",13,7583,7847,-1,"macrolide-lincosamide-streptogramin","erm(F)","II","Antibiotic target alteration",8,5437,5761,1,"replication/recombination/repair","initiation,copy number control,plasmid","Plasmid",0.000317688928217822,0.120557217533569
"k131_204025_length_8482_cov_20.0024",4,647,911,-1,"macrolide-lincosamide-streptogramin","erm(F)","II","Antibiotic target alteration",7,3919,4216,-1,"transfer","conjugation","Conjugative Element (CE)",0.000293485778960396,0.11717517404947
"k131_204025_length_8482_cov_20.0024",4,647,911,-1,"macrolide-lincosamide-streptogramin","erm(F)","II","Antibiotic target alteration",9,5871,5942,-1,"stability/transfer/defense",NA,"Plasmid",0.000293485778960396,0.11717517404947
"k131_204025_length_8482_cov_20.0024",4,647,911,-1,"macrolide-lincosamide-streptogramin","erm(F)","II","Antibiotic target alteration",10,6133,6219,-1,"stability/transfer/defense",NA,"Phage",0.000293485778960396,0.11717517404947
"k131_204025_length_8482_cov_20.0024",4,647,911,-1,"macrolide-lincosamide-streptogramin","erm(F)","II","Antibiotic target alteration",12,6852,7176,1,"replication/recombination/repair","initiation,copy number control,plasmid","Plasmid",0.000293485778960396,0.11717517404947
"k131_173852_length_7401_cov_10.0000",9,4305,4944,-1,"tetracycline","tet(Q)","III","Antibiotic target protection",3,713,829,-1,"integration/excision",NA,"Integrative Element (IGE)",0.0021465975980198,0.093799413434629
"k131_173852_length_7401_cov_10.0000",9,4305,4944,-1,"tetracycline","tet(Q)","III","Antibiotic target protection",5,1633,1722,1,"integration/excision",NA,"Phage",0.0021465975980198,0.093799413434629
"k131_173852_length_7401_cov_10.0000",9,4305,4944,-1,"tetracycline","tet(Q)","III","Antibiotic target protection",7,2360,2769,-1,"integration/excision",NA,"Phage",0.0021465975980198,0.093799413434629
"k131_173852_length_7401_cov_10.0000",9,4305,4944,-1,"tetracycline","tet(Q)","III","Antibiotic target protection",8,3886,4018,-1,"integration/excision","regulation","Integrative Element (IGE)",0.0021465975980198,0.093799413434629
"k131_198416_length_8482_cov_17.0020",4,2888,3152,1,"macrolide-lincosamide-streptogramin","erm(F)","II","Antibiotic target alteration",9,4854,5178,-1,"replication/recombination/repair","initiation,copy number control,plasmid","Plasmid",0.000404023351485148,0.120051822614841
"k131_198416_length_8482_cov_17.0020",4,2888,3152,1,"macrolide-lincosamide-streptogramin","erm(F)","II","Antibiotic target alteration",11,6287,6373,1,"stability/transfer/defense",NA,"Phage",0.000404023351485148,0.120051822614841
"k131_198416_length_8482_cov_17.0020",4,2888,3152,1,"macrolide-lincosamide-streptogramin","erm(F)","II","Antibiotic target alteration",12,6594,6665,1,"stability/transfer/defense",NA,"Plasmid",0.000404023351485148,0.120051822614841
"k131_64240_length_8385_cov_19.0000",5,4170,4434,1,"macrolide-lincosamide-streptogramin","erm(F)","II","Antibiotic target alteration",2,799,1096,1,"transfer","conjugation","Conjugative Element (CE)",0.000247253683168317,0.124249948409894
"k131_64240_length_8385_cov_19.0000",5,4170,4434,1,"macrolide-lincosamide-streptogramin","erm(F)","II","Antibiotic target alteration",10,6136,6460,-1,"replication/recombination/repair","initiation,copy number control,plasmid","Plasmid",0.000247253683168317,0.124249948409894
"k131_64240_length_8385_cov_19.0000",5,4170,4434,1,"macrolide-lincosamide-streptogramin","erm(F)","II","Antibiotic target alteration",12,7569,7655,1,"stability/transfer/defense",NA,"Phage",0.000247253683168317,0.124249948409894
"k131_64240_length_8385_cov_19.0000",5,4170,4434,1,"macrolide-lincosamide-streptogramin","erm(F)","II","Antibiotic target alteration",13,7876,7947,1,"stability/transfer/defense",NA,"Plasmid",0.000247253683168317,0.124249948409894
"k131_19054_length_6323_cov_10.0000",2,2839,3478,1,"tetracycline","tet(Q)","III","Antibiotic target protection",3,4764,4896,1,"integration/excision","regulation","Integrative Element (IGE)",0.0010151292970297,0.0799960290318021
"k127_144089_length_8478_cov_17.0020",4,615,879,-1,"macrolide-lincosamide-streptogramin","erm(F)","II","Antibiotic target alteration",7,3887,4184,-1,"transfer","conjugation","Conjugative Element (CE)",0.00021692814950495,0.126720985512367
"k127_144089_length_8478_cov_17.0020",4,615,879,-1,"macrolide-lincosamide-streptogramin","erm(F)","II","Antibiotic target alteration",9,5839,5910,-1,"stability/transfer/defense",NA,"Plasmid",0.00021692814950495,0.126720985512367
"k127_144089_length_8478_cov_17.0020",4,615,879,-1,"macrolide-lincosamide-streptogramin","erm(F)","II","Antibiotic target alteration",10,6101,6187,-1,"stability/transfer/defense",NA,"Phage",0.00021692814950495,0.126720985512367
"k127_144089_length_8478_cov_17.0020",4,615,879,-1,"macrolide-lincosamide-streptogramin","erm(F)","II","Antibiotic target alteration",12,6820,7144,1,"replication/recombination/repair","initiation,copy number control,plasmid","Plasmid",0.00021692814950495,0.126720985512367
"k131_128963_length_8482_cov_28.9598",2,1181,1445,1,"macrolide-lincosamide-streptogramin","erm(F)","II","Antibiotic target alteration",7,3147,3471,-1,"replication/recombination/repair","initiation,copy number control,plasmid","Plasmid",0.000108268247524752,0.125734514381625
"k131_128963_length_8482_cov_28.9598",2,1181,1445,1,"macrolide-lincosamide-streptogramin","erm(F)","II","Antibiotic target alteration",9,4580,4666,1,"stability/transfer/defense",NA,"Phage",0.000108268247524752,0.125734514381625
"k131_128963_length_8482_cov_28.9598",2,1181,1445,1,"macrolide-lincosamide-streptogramin","erm(F)","II","Antibiotic target alteration",10,4887,4958,1,"stability/transfer/defense",NA,"Plasmid",0.000108268247524752,0.125734514381625
"k131_128963_length_8482_cov_28.9598",2,1181,1445,1,"macrolide-lincosamide-streptogramin","erm(F)","II","Antibiotic target alteration",12,6161,6458,1,"transfer","conjugation","Conjugative Element (CE)",0.000108268247524752,0.125734514381625
"k131_157678_length_4859_cov_17.0000",2,1363,2002,1,"tetracycline","tet(Q)","III","Antibiotic target protection",3,3288,3420,1,"integration/excision","regulation","Integrative Element (IGE)",0.00161182776608911,0.0835328270035336
"k131_188631_length_8482_cov_20.9738",3,1622,1886,1,"macrolide-lincosamide-streptogramin","erm(F)","II","Antibiotic target alteration",8,3588,3912,-1,"replication/recombination/repair","initiation,copy number control,plasmid","Plasmid",0.000199955187128713,0.128248977385159
"k131_188631_length_8482_cov_20.9738",3,1622,1886,1,"macrolide-lincosamide-streptogramin","erm(F)","II","Antibiotic target alteration",10,5021,5107,1,"stability/transfer/defense",NA,"Phage",0.000199955187128713,0.128248977385159
"k131_188631_length_8482_cov_20.9738",3,1622,1886,1,"macrolide-lincosamide-streptogramin","erm(F)","II","Antibiotic target alteration",11,5328,5399,1,"stability/transfer/defense",NA,"Plasmid",0.000199955187128713,0.128248977385159
"k131_188631_length_8482_cov_20.9738",3,1622,1886,1,"macrolide-lincosamide-streptogramin","erm(F)","II","Antibiotic target alteration",13,6602,6899,1,"transfer","conjugation","Conjugative Element (CE)",0.000199955187128713,0.128248977385159
"k131_48311_length_2904_cov_10.0000",2,612,1249,1,"tetracycline","tet(O)","IV","Antibiotic target protection",3,2583,2638,1,"transfer",NA,"Integrative Element (IGE)",0.000821922814356436,0.0619149054770318
"k119_19148_length_164763_cov_23.0000",74,76218,77220,-1,"multidrug","mexW","IV","Efflux pump",67,69207,69301,1,"phage","structural","Plasmid",0.0754266958088119,0.00270880769865724
"k119_19148_length_164763_cov_23.0000",74,76218,77220,-1,"multidrug","mexW","IV","Efflux pump",68,69550,70085,1,"phage","replication,chaperone","Plasmid",0.0754266958088119,0.00270880769865724
"k119_38758_length_2616_cov_5.0000",1,339,728,1,"chloramphenicol","cmx","IV","Efflux pump",2,1514,1841,1,"integration/excision",NA,"Plasmid",0.0627123625024752,0.0145874798409894
"k119_82944_length_164846_cov_14.0000",74,76263,77265,-1,"multidrug","mexW","IV","Efflux pump",67,69252,69346,1,"phage","structural","Plasmid",0.0747489754928218,0.00265246880628975
"k119_82944_length_164846_cov_14.0000",74,76263,77265,-1,"multidrug","mexW","IV","Efflux pump",68,69595,70130,1,"phage","replication,chaperone","Plasmid",0.0747489754928218,0.00265246880628975
"k119_54673_length_13867_cov_7.0000",14,10055,11067,-1,"multidrug","mexW","IV","Efflux pump",6,3245,3339,1,"phage","structural","Plasmid",0.0354005386200495,0.00041765239434629
"k119_54673_length_13867_cov_7.0000",14,10055,11067,-1,"multidrug","mexW","IV","Efflux pump",7,3587,4131,1,"phage","replication,chaperone","Plasmid",0.0354005386200495,0.00041765239434629
"k119_142649_length_47168_cov_28.9649",10,7324,8336,-1,"multidrug","mexW","IV","Efflux pump",2,389,483,1,"phage","structural","Plasmid",0.0635936401987871,0.00150189214427562
"k119_142649_length_47168_cov_28.9649",10,7324,8336,-1,"multidrug","mexW","IV","Efflux pump",3,730,1274,1,"phage","replication,chaperone","Plasmid",0.0635936401987871,0.00150189214427562
"k119_56154_length_30780_cov_10.0000",18,16993,17262,-1,"bacitracin","bacA","IV","Antibiotic target alteration",23,20731,21310,1,"replication/recombination/repair",NA,"Phage",0.15057670882146,0.00132020955335689
"k119_56154_length_30780_cov_10.0000",18,16993,17262,-1,"bacitracin","bacA","IV","Antibiotic target alteration",25,24723,24889,-1,"replication/recombination/repair",NA,"Phage",0.15057670882146,0.00132020955335689
"k119_73882_length_4279_cov_7.9529",4,2683,3085,-1,"florfenicol","floR","I","Efflux pump",2,745,1240,-1,"integration/excision",NA,"Plasmid",0.0658924416014851,0.00533884217667845
"k119_45857_length_2687_cov_9.0000",2,479,868,1,"chloramphenicol","cmx","IV","Efflux pump",3,1654,1980,1,"integration/excision",NA,"Insertion Sequence (IS)",0.0472162426089109,0.011482562335689
"k141_322681_length_278140_cov_14.1513",155,146185,146476,-1,"bacitracin","bacA","IV","Antibiotic target alteration",146,136715,136948,-1,"transfer",NA,"Plasmid",0.00918146817501238,0.0016000043024735
"k141_322681_length_278140_cov_14.1513",155,146185,146476,-1,"bacitracin","bacA","IV","Antibiotic target alteration",150,141322,141611,-1,"replication/recombination/repair","transfer","Integrative Element (IGE)",0.00918146817501238,0.0016000043024735
"k141_322681_length_278140_cov_14.1513",155,146185,146476,-1,"bacitracin","bacA","IV","Antibiotic target alteration",151,142239,142309,-1,"integration/excision","transfer,conjugation","Plasmid",0.00918146817501238,0.0016000043024735
"k141_897294_length_196841_cov_26.6296",71,65177,65468,-1,"bacitracin","bacA","IV","Antibiotic target alteration",62,55707,55940,-1,"transfer",NA,"Plasmid",0.00846386964720297,0.00121484332484099
"k141_897294_length_196841_cov_26.6296",71,65177,65468,-1,"bacitracin","bacA","IV","Antibiotic target alteration",66,60314,60603,-1,"replication/recombination/repair","transfer","Integrative Element (IGE)",0.00846386964720297,0.00121484332484099
"k141_897294_length_196841_cov_26.6296",71,65177,65468,-1,"bacitracin","bacA","IV","Antibiotic target alteration",67,61231,61301,-1,"integration/excision","transfer,conjugation","Plasmid",0.00846386964720297,0.00121484332484099
"k141_1886712_length_52008_cov_10.0000",7,3357,3648,1,"bacitracin","bacA","IV","Antibiotic target alteration",11,7966,8036,1,"integration/excision","transfer,conjugation","Plasmid",0.00927176422227723,0.00107766954805654
"k141_1886712_length_52008_cov_10.0000",7,3357,3648,1,"bacitracin","bacA","IV","Antibiotic target alteration",12,8223,8512,1,"replication/recombination/repair","transfer","Integrative Element (IGE)",0.00927176422227723,0.00107766954805654
"k141_1886712_length_52008_cov_10.0000",7,3357,3648,1,"bacitracin","bacA","IV","Antibiotic target alteration",16,12914,13147,1,"transfer",NA,"Plasmid",0.00927176422227723,0.00107766954805654
"k141_954436_length_164799_cov_12.0000",37,36843,37134,1,"bacitracin","bacA","IV","Antibiotic target alteration",41,41452,41522,1,"integration/excision","transfer,conjugation","Plasmid",0.00948417666377475,0.00106743884590106
"k141_954436_length_164799_cov_12.0000",37,36843,37134,1,"bacitracin","bacA","IV","Antibiotic target alteration",42,41709,41998,1,"replication/recombination/repair","transfer","Integrative Element (IGE)",0.00948417666377475,0.00106743884590106
"k141_954436_length_164799_cov_12.0000",37,36843,37134,1,"bacitracin","bacA","IV","Antibiotic target alteration",46,46400,46633,1,"transfer",NA,"Plasmid",0.00948417666377475,0.00106743884590106
"k141_284504_length_33639_cov_8.0000",6,4736,5027,-1,"bacitracin","bacA","IV","Antibiotic target alteration",2,790,860,-1,"integration/excision","transfer,conjugation","Plasmid",0.00762562035965347,0.00118186846583039
"k141_784829_length_30336_cov_12.1145",9,8190,8674,1,"multidrug","tolC","IV","Efflux pump",4,3455,4084,-1,"replication/recombination/repair","partitioning","Plasmid",0.0342342473460396,0.0354123631094346
"k141_784829_length_30336_cov_12.1145",21,23700,23968,-1,"bacitracin","bacA","III","Antibiotic target alteration",26,27654,28233,1,"replication/recombination/repair",NA,"Plasmid",0.0342342473460396,0.0354123631094346
"k141_983119_length_23710_cov_8.7097",12,11527,11820,-1,"beta_lactam","RAHN-1","IV","",19,21309,22047,1,"transfer","phage receptor","Plasmid",0.0269518956569307,0.0224189651749117
"k141_419260_length_18206_cov_11.0000",8,6914,7315,1,"polymyxin","rosA","IV","Efflux pump",2,793,1085,1,"phage","lysis/lysogeny,regulation","Phage",0.0270890917757426,0.0281202724717314
"k141_419260_length_18206_cov_11.0000",8,6914,7315,1,"polymyxin","rosA","IV","Efflux pump",11,11501,11566,-1,"phage","infection,regulation","Plasmid",0.0270890917757426,0.0281202724717314
"k141_419260_length_18206_cov_11.0000",9,8363,8924,1,"polymyxin","rosB","IV","Efflux pump",2,793,1085,1,"phage","lysis/lysogeny,regulation","Phage",0.0270890917757426,0.0281202724717314
"k141_419260_length_18206_cov_11.0000",9,8363,8924,1,"polymyxin","rosB","IV","Efflux pump",11,11501,11566,-1,"phage","infection,regulation","Plasmid",0.0270890917757426,0.0281202724717314
"k141_49370_length_7437_cov_10.0000",5,4936,5516,1,"multidrug","msbA","IV","Efflux pump",3,2084,2176,1,"integration/excision","regulation,lysis/lysogeny","Plasmid",0.0284634346913366,0.0248487680335689
"k141_21021_length_125051_cov_16.9995",10,13960,14961,1,"multidrug","mexW","IV","Efflux pump",17,22383,22917,-1,"phage","replication,chaperone","Plasmid",0.00243448280663366,0.310756337898587
"k141_21021_length_125051_cov_16.9995",10,13960,14961,1,"multidrug","mexW","IV","Efflux pump",18,24076,24170,-1,"phage","structural","Plasmid",0.00243448280663366,0.310756337898587
"k141_14349_length_125051_cov_14.9988",10,13960,14961,1,"multidrug","mexW","IV","Efflux pump",17,22383,22917,-1,"phage","replication,chaperone","Plasmid",0.00231938621782178,0.314426017238339
"k141_14349_length_125051_cov_14.9988",10,13960,14961,1,"multidrug","mexW","IV","Efflux pump",18,24076,24170,-1,"phage","structural","Plasmid",0.00231938621782178,0.314426017238339
"k141_5136_length_125188_cov_12.0114",10,14096,15097,1,"multidrug","mexW","IV","Efflux pump",17,22519,23053,-1,"phage","replication,chaperone","Plasmid",0.00234554183116337,0.306052932221802
"k141_5136_length_125188_cov_12.0114",10,14096,15097,1,"multidrug","mexW","IV","Efflux pump",18,24212,24306,-1,"phage","structural","Plasmid",0.00234554183116337,0.306052932221802
"k141_44458_length_34032_cov_10.9935",20,17022,17771,-1,"multidrug","mexW","IV","Efflux pump",12,9666,9760,1,"phage","structural","Plasmid",0.00149103709356436,0.311380217643675
"k141_44458_length_34032_cov_10.9935",20,17022,17771,-1,"multidrug","mexW","IV","Efflux pump",13,10009,10543,1,"phage","replication,chaperone","Plasmid",0.00149103709356436,0.311380217643675
"k141_44458_length_34032_cov_10.9935",21,19341,19583,-1,"multidrug","mexW","IV","Efflux pump",12,9666,9760,1,"phage","structural","Plasmid",0.00149103709356436,0.311380217643675
"k141_44458_length_34032_cov_10.9935",21,19341,19583,-1,"multidrug","mexW","IV","Efflux pump",13,10009,10543,1,"phage","replication,chaperone","Plasmid",0.00149103709356436,0.311380217643675
"k141_58253_length_73603_cov_10.9970",10,13960,14961,1,"multidrug","mexW","IV","Efflux pump",17,22383,22917,-1,"phage","replication,chaperone","Plasmid",0.00231935823655941,0.303259536071555
"k141_58253_length_73603_cov_10.9970",10,13960,14961,1,"multidrug","mexW","IV","Efflux pump",18,24076,24170,-1,"phage","structural","Plasmid",0.00231935823655941,0.303259536071555
"k119_42624_length_19178_cov_13.3438",8,5950,6530,-1,"multidrug","msbA","IV","Efflux pump",10,10193,10285,-1,"integration/excision",NA,"Plasmid",0.071766322249505,0.00136249849045936
"k119_18825_length_527403_cov_23.0576",428,458670,458941,1,"beta_lactam","OXA-348","IV","Enzymatic inactivation",431,460932,461111,1,"replication/recombination/repair",NA,"Plasmid",0.10342849101174,0.000254594278353357
"k119_75451_length_497475_cov_30.1237",336,339390,339865,-1,"multidrug","adeH","IV","Efflux pump",328,331832,332260,-1,"replication/recombination/repair",NA,"Phage",0.128321925236725,0.000217117837166078
"k119_75451_length_497475_cov_30.1237",336,339390,339865,-1,"multidrug","adeH","IV","Efflux pump",329,333127,333289,-1,"replication/recombination/repair",NA,"Phage",0.128321925236725,0.000217117837166078
"k119_75451_length_497475_cov_30.1237",337,340875,341932,-1,"multidrug","adeF","IV","Efflux pump",328,331832,332260,-1,"replication/recombination/repair",NA,"Phage",0.128321925236725,0.000217117837166078
"k119_75451_length_497475_cov_30.1237",337,340875,341932,-1,"multidrug","adeF","IV","Efflux pump",329,333127,333289,-1,"replication/recombination/repair",NA,"Phage",0.128321925236725,0.000217117837166078
"k119_75451_length_497475_cov_30.1237",338,344061,344465,-1,"multidrug","MexE","IV","Efflux pump",328,331832,332260,-1,"replication/recombination/repair",NA,"Phage",0.128321925236725,0.000217117837166078
"k119_75451_length_497475_cov_30.1237",338,344061,344465,-1,"multidrug","MexE","IV","Efflux pump",329,333127,333289,-1,"replication/recombination/repair",NA,"Phage",0.128321925236725,0.000217117837166078
"k119_37392_length_251521_cov_31.1454",42,40909,41415,1,"multidrug","emrB","IV","Efflux pump",33,32516,32935,-1,"replication/recombination/repair","stability/transfer/defense","Plasmid",0.123322938054208,0.000232298255477032
"k119_30221_length_165646_cov_10.0000",60,67682,68723,-1,"multidrug","oqxB","IV","Efflux pump",66,77738,78212,-1,"replication/recombination/repair",NA,"Plasmid",0.0933363711684158,0.00872207488840989
"k119_46234_length_138395_cov_29.9958",2,597,1177,1,"multidrug","msbA","IV","Efflux pump",10,8294,8732,1,"replication/recombination/repair","partitioning","Plasmid",0.0966864662378465,0.00129001570833922
"k119_46234_length_138395_cov_29.9958",2,597,1177,1,"multidrug","msbA","IV","Efflux pump",12,10319,11788,1,"replication/recombination/repair","transfer,partitioning","Plasmid",0.0966864662378465,0.00129001570833922
"k119_72970_length_110307_cov_37.0671",10,9492,9761,1,"bacitracin","bacA","IV","Antibiotic target alteration",3,1796,1966,1,"replication/recombination/repair",NA,"Phage",0.113658382648861,0.00125364754130742
"k119_72970_length_110307_cov_37.0671",10,9492,9761,1,"bacitracin","bacA","IV","Antibiotic target alteration",5,4629,5208,-1,"replication/recombination/repair",NA,"Phage",0.113658382648861,0.00125364754130742
"k119_54441_length_47906_cov_16.0359",12,13677,14682,1,"multidrug","mexW","IV","Efflux pump",18,20917,21452,-1,"phage","replication,chaperone","Plasmid",0.111356485424554,0.0083152432055477
"k119_54441_length_47906_cov_16.0359",12,13677,14682,1,"multidrug","mexW","IV","Efflux pump",19,22609,22703,-1,"phage","structural","Plasmid",0.111356485424554,0.0083152432055477
"k119_58462_length_49435_cov_57.4436",14,11245,12251,-1,"multidrug","mexW","IV","Efflux pump",6,4226,4320,1,"phage","structural","Plasmid",0.249941691282649,0.0145012199225088
"k119_58462_length_49435_cov_57.4436",14,11245,12251,-1,"multidrug","mexW","IV","Efflux pump",7,4570,5105,1,"phage","replication,chaperone","Plasmid",0.249941691282649,0.0145012199225088
"k119_46581_length_33204_cov_11.7324",25,27362,27631,-1,"bacitracin","bacA","IV","Antibiotic target alteration",30,31298,31877,1,"replication/recombination/repair",NA,"Phage",0.0740282482180693,0.00137217493480565
"k119_107582_length_15196_cov_9.0000",8,5239,5819,-1,"multidrug","msbA","IV","Efflux pump",10,9482,9574,-1,"integration/excision",NA,"Plasmid",0.0637235648730198,0.00177586681908127
"k119_24444_length_6670_cov_6.0000",2,794,1063,-1,"bacitracin","bacA","IV","Antibiotic target alteration",7,4730,5309,1,"replication/recombination/repair",NA,"Phage",0.0774635595472772,0.00122248263816254
"k119_7956_length_9392_cov_8.3024",8,7722,7991,1,"bacitracin","bacA","IV","Antibiotic target alteration",1,22,192,1,"replication/recombination/repair",NA,"Phage",0.0720460866923267,0.00181417555477032
"k119_7956_length_9392_cov_8.3024",8,7722,7991,1,"bacitracin","bacA","IV","Antibiotic target alteration",3,2859,3438,-1,"replication/recombination/repair",NA,"Phage",0.0720460866923267,0.00181417555477032
"k119_13814_length_524382_cov_12.1206",50,49228,49799,-1,"multidrug","efrA","IV","Efflux pump",52,51873,52427,1,"replication/recombination/repair",NA,"Phage",0.0538318387666609,0.000619200273212014
"k119_7241_length_21680_cov_11.0000",3,1599,2179,-1,"multidrug","msbA","IV","Efflux pump",5,5842,5934,-1,"integration/excision",NA,"Plasmid",0.0597407957470297,0.00196079696289753
"k119_46133_length_16340_cov_13.0000",9,10462,10731,-1,"bacitracin","bacA","IV","Antibiotic target alteration",14,14398,14977,1,"replication/recombination/repair",NA,"Phage",0.0740761479972772,0.00129964665936396
"k119_28160_length_242144_cov_7.9994",42,40909,41415,1,"multidrug","emrB","IV","Efflux pump",33,32516,32935,-1,"replication/recombination/repair","stability/transfer/defense","Plasmid",0.121676927824332,0.000236176052579505
"k119_94843_length_65621_cov_9.0293",38,38986,39261,-1,"bacitracin","bacA","IV","Antibiotic target alteration",30,29792,30130,-1,"integration/excision",NA,"Insertion Sequence (IS)",0.0694029524886634,0.00396939636314488
"k119_38995_length_32882_cov_6.0000",14,13241,13512,1,"beta_lactam","OXA-348","IV","Enzymatic inactivation",17,15503,15682,1,"replication/recombination/repair",NA,"Plasmid",0.103221235274257,0.000218123967491166
"k119_41990_length_19297_cov_6.0000",6,4135,4386,1,"beta_lactam","PFM-2","IV","",13,16152,16215,1,"integration/excision",NA,"Plasmid",0.0368293636257426,0.000328788674911661
"k119_26927_length_11595_cov_10.0000",11,8935,9515,-1,"multidrug","msbA","IV","Efflux pump",3,1664,2102,-1,"replication/recombination/repair","partitioning","Plasmid",0.059776440619802,0.00153887524946996
"k119_13856_length_104085_cov_42.4112",31,35151,36157,1,"multidrug","mexW","IV","Efflux pump",38,43221,43756,-1,"phage","replication,chaperone","Plasmid",0.257021314647352,0.0211493488610601
"k119_13856_length_104085_cov_42.4112",31,35151,36157,1,"multidrug","mexW","IV","Efflux pump",39,44918,45012,-1,"phage","structural","Plasmid",0.257021314647352,0.0211493488610601
"k119_16204_length_92549_cov_62.6976",24,24821,25825,-1,"multidrug","mexW","IV","Efflux pump",16,17431,17525,1,"phage","structural","Plasmid",0.375001124862525,0.00889700577342756
"k119_16204_length_92549_cov_62.6976",24,24821,25825,-1,"multidrug","mexW","IV","Efflux pump",17,17774,18308,1,"phage","replication,chaperone","Plasmid",0.375001124862525,0.00889700577342756
"k119_11194_length_32248_cov_12.0000",8,9614,10625,1,"multidrug","mexW","IV","Efflux pump",18,24409,24729,1,"transfer","competence","Plasmid",0.138457531517673,0.00540581380883392
"k119_109291_length_176539_cov_9.9971",141,158897,159356,1,"multidrug","tolC","IV","Efflux pump",136,154230,154859,-1,"replication/recombination/repair","partitioning","Plasmid",0.0731784549978713,0.00153771049459364
"k119_77747_length_174575_cov_34.9594",9,6403,6674,-1,"beta_lactam","OXA-304","notassessed","Enzymatic inactivation",6,4447,4626,-1,"replication/recombination/repair",NA,"Plasmid",0.237309152589926,0.000278780570282686
"k119_22722_length_52114_cov_9.0000",20,18608,19661,1,"multidrug","mexQ","IV","Efflux pump",10,8322,8675,-1,"phage","stability/transfer/defense","Phage",0.0713089372871287,0.00204289732342756
"k119_22722_length_52114_cov_9.0000",20,18608,19661,1,"multidrug","mexQ","IV","Efflux pump",11,9392,9523,-1,"phage","lysis/lysogeny","Phage",0.0713089372871287,0.00204289732342756
"k119_22722_length_52114_cov_9.0000",20,18608,19661,1,"multidrug","mexQ","IV","Efflux pump",26,32195,32692,1,"stability/transfer/defense",NA,"Integrative Element (IGE)",0.0713089372871287,0.00204289732342756
"k119_22722_length_52114_cov_9.0000",20,18608,19661,1,"multidrug","mexQ","IV","Efflux pump",29,36329,37347,1,"stability/transfer/defense",NA,"Plasmid",0.0713089372871287,0.00204289732342756
"k119_72181_length_51293_cov_7.9973",38,28939,29319,1,"polymyxin","rosA","IV","Efflux pump",27,21475,21774,1,"phage","lysis/lysogeny,regulation","Phage",0.0636523612896782,0.00188634887123675
"k119_72181_length_51293_cov_7.9973",39,30462,31020,1,"polymyxin","rosB","IV","Efflux pump",27,21475,21774,1,"phage","lysis/lysogeny,regulation","Phage",0.0636523612896782,0.00188634887123675
"k119_72181_length_51293_cov_7.9973",39,30462,31020,1,"polymyxin","rosB","IV","Efflux pump",49,41502,41701,-1,"replication/recombination/repair",NA,"Plasmid",0.0636523612896782,0.00188634887123675
"k119_45313_length_47995_cov_9.2067",28,36574,37154,1,"multidrug","msbA","IV","Efflux pump",26,33795,33887,1,"integration/excision",NA,"Plasmid",0.0605052545737871,0.00127530292190813
"k119_45313_length_47995_cov_9.2067",28,36574,37154,1,"multidrug","msbA","IV","Efflux pump",36,44271,44709,1,"replication/recombination/repair","partitioning","Plasmid",0.0605052545737871,0.00127530292190813
"k119_30880_length_42992_cov_48.4905",43,41456,41962,1,"multidrug","emrB","IV","Efflux pump",34,33061,33480,-1,"replication/recombination/repair","stability/transfer/defense","Plasmid",0.323081305218564,0.000279738075618375
"k119_64585_length_33882_cov_12.3711",25,27832,28101,-1,"bacitracin","bacA","IV","Antibiotic target alteration",30,31768,32347,1,"replication/recombination/repair",NA,"Phage",0.0801539103172525,0.00138290615123675
"k119_73897_length_29361_cov_18.5671",14,11499,12505,-1,"multidrug","mexW","IV","Efflux pump",7,5314,5408,1,"phage","structural","Plasmid",0.107257321358663,0.0195267307685512
"k119_73897_length_29361_cov_18.5671",14,11499,12505,-1,"multidrug","mexW","IV","Efflux pump",8,5659,6194,1,"phage","replication,chaperone","Plasmid",0.107257321358663,0.0195267307685512
"k119_75568_length_13794_cov_7.0000",9,7408,7988,-1,"multidrug","msbA","IV","Efflux pump",1,23,461,-1,"replication/recombination/repair","partitioning","Plasmid",0.0535505351079208,0.00182852644416961
"k119_75568_length_13794_cov_7.0000",9,7408,7988,-1,"multidrug","msbA","IV","Efflux pump",11,11672,11764,-1,"integration/excision","regulation,lysis/lysogeny","Plasmid",0.0535505351079208,0.00182852644416961
