"arg_gene_id","contig_name","orf_num_in_contig_A","actual_start_A","actual_end_A","orf_direction_A","ARG_group","ARG_subtype","ARG_mechanism","mge_gene_id","orf_num_in_contig_B","actual_start_B","actual_end_B","orf_direction_B","MGE_major_category","MGE_minor_category","loc_diff","orf_diff"
"k141_128269_length_5416_cov_11.9754_4","k141_128269_length_5416_cov_11.9754",4,4368,5481,1,"aminoglycoside","aminoglycoside__APH(6)-Id","Enzymatic inactivation","k141_128269_length_5416_cov_11.9754_2",2,2885,3702,1,"integration/excision",NA,666,2
"k141_131204_length_178042_cov_26.3730_75","k141_131204_length_178042_cov_26.3730",75,79644,80737,1,"bacitracin","bacitracin__bacA","Antibiotic target alteration","k141_131204_length_178042_cov_26.3730_62",62,67861,70186,-1,"replication/recombination/repair",NA,9458,13
"k141_131204_length_178042_cov_26.3730_75","k141_131204_length_178042_cov_26.3730",75,79644,80737,1,"bacitracin","bacitracin__bacA","Antibiotic target alteration","k141_131204_length_178042_cov_26.3730_76",76,80477,82130,-1,"phage","regulation,infection",260,1
"k141_131204_length_178042_cov_26.3730_88","k141_131204_length_178042_cov_26.3730",88,93880,95825,-1,"multidrug","multidrug__tolC","Efflux pump","k141_131204_length_178042_cov_26.3730_93",93,98046,100571,1,"replication/recombination/repair","partitioning",2221,5
"k141_131204_length_178042_cov_26.3730_88","k141_131204_length_178042_cov_26.3730",88,93880,95825,-1,"multidrug","multidrug__tolC","Efflux pump","k141_131204_length_178042_cov_26.3730_100",100,104729,107738,1,"replication/recombination/repair","partitioning",8904,12
"k141_131612_length_35623_cov_39.3090_24","k141_131612_length_35623_cov_39.3090",24,22519,23664,-1,"beta_lactam","beta_lactam__SHV-1","Enzymatic inactivation","k141_131612_length_35623_cov_39.3090_13",13,12300,12981,1,"transfer","competence",9538,11
"k141_131612_length_35623_cov_39.3090_24","k141_131612_length_35623_cov_39.3090",24,22519,23664,-1,"beta_lactam","beta_lactam__SHV-1","Enzymatic inactivation","k141_131612_length_35623_cov_39.3090_14",14,12833,14454,-1,"phage","regulation",8065,10
"k141_132741_length_10701_cov_39.0649_6","k141_132741_length_10701_cov_39.0649",6,7970,9063,-1,"bacitracin","bacitracin__bacA","Antibiotic target alteration","k141_132741_length_10701_cov_39.0649_5",5,6717,8370,1,"phage","regulation,infection",400,1
"k141_132932_length_10544_cov_24.8539_3","k141_132932_length_10544_cov_24.8539",3,2864,5053,-1,"other_peptide_antibiotics","other_peptide_antibiotics__microcin efflux pumu gene yojI","Efflux pump","k141_132932_length_10544_cov_24.8539_4",4,4577,5450,-1,"replication/recombination/repair",NA,476,1
"k141_134994_length_52753_cov_43.7943_33","k141_134994_length_52753_cov_43.7943",33,29618,31183,1,"multidrug","multidrug__oqxA","Efflux pump","k141_134994_length_52753_cov_43.7943_28",28,25020,25937,-1,"replication/recombination/repair",NA,3681,5
"k141_134994_length_52753_cov_43.7943_33","k141_134994_length_52753_cov_43.7943",33,29618,31183,1,"multidrug","multidrug__oqxA","Efflux pump","k141_134994_length_52753_cov_43.7943_29",29,25709,27162,-1,"replication/recombination/repair",NA,2456,4
"k141_134994_length_52753_cov_43.7943_33","k141_134994_length_52753_cov_43.7943",33,29618,31183,1,"multidrug","multidrug__oqxA","Efflux pump","k141_134994_length_52753_cov_43.7943_39",39,37465,38266,-1,"integration/excision",NA,6282,6
"k141_134994_length_52753_cov_43.7943_34","k141_134994_length_52753_cov_43.7943",34,30817,35022,1,"multidrug","multidrug__oqxB","Efflux pump","k141_134994_length_52753_cov_43.7943_28",28,25020,25937,-1,"replication/recombination/repair",NA,4880,6
"k141_134994_length_52753_cov_43.7943_34","k141_134994_length_52753_cov_43.7943",34,30817,35022,1,"multidrug","multidrug__oqxB","Efflux pump","k141_134994_length_52753_cov_43.7943_29",29,25709,27162,-1,"replication/recombination/repair",NA,3655,5
"k141_134994_length_52753_cov_43.7943_34","k141_134994_length_52753_cov_43.7943",34,30817,35022,1,"multidrug","multidrug__oqxB","Efflux pump","k141_134994_length_52753_cov_43.7943_39",39,37465,38266,-1,"integration/excision",NA,2443,5
"k141_135044_length_696356_cov_894.8608_505","k141_135044_length_696356_cov_894.8608",505,516669,518998,1,"multidrug","multidrug__msbA","Efflux pump","k141_135044_length_696356_cov_894.8608_503",503,513897,514274,1,"integration/excision",NA,2395,2
"k141_135044_length_696356_cov_894.8608_505","k141_135044_length_696356_cov_894.8608",505,516669,518998,1,"multidrug","multidrug__msbA","Efflux pump","k141_135044_length_696356_cov_894.8608_513",513,524360,526121,1,"replication/recombination/repair","partitioning",5362,8
"k141_135044_length_696356_cov_894.8608_505","k141_135044_length_696356_cov_894.8608",505,516669,518998,1,"multidrug","multidrug__msbA","Efflux pump","k141_135044_length_696356_cov_894.8608_515",515,526385,532342,1,"replication/recombination/repair","transfer,partitioning",7387,10
"k141_135923_length_275761_cov_171.2130_196","k141_135923_length_275761_cov_171.2130",196,221081,225137,1,"multidrug","multidrug__mexW","Efflux pump","k141_135923_length_275761_cov_171.2130_203",203,228911,231096,-1,"phage","replication,chaperone",3774,7
"k141_135923_length_275761_cov_171.2130_196","k141_135923_length_275761_cov_171.2130",196,221081,225137,1,"multidrug","multidrug__mexW","Efflux pump","k141_135923_length_275761_cov_171.2130_204",204,230601,230989,-1,"phage","structural",5464,8
"k141_13638_length_959518_cov_365.6594_423","k141_13638_length_959518_cov_365.6594",423,441307,443636,-1,"multidrug","multidrug__msbA","Efflux pump","k141_13638_length_959518_cov_365.6594_413",413,428852,434809,-1,"replication/recombination/repair","transfer,partitioning",6498,10
"k141_13638_length_959518_cov_365.6594_423","k141_13638_length_959518_cov_365.6594",423,441307,443636,-1,"multidrug","multidrug__msbA","Efflux pump","k141_13638_length_959518_cov_365.6594_415",415,434042,435803,-1,"replication/recombination/repair","partitioning",5504,8
"k141_13638_length_959518_cov_365.6594_423","k141_13638_length_959518_cov_365.6594",423,441307,443636,-1,"multidrug","multidrug__msbA","Efflux pump","k141_13638_length_959518_cov_365.6594_425",425,445543,445920,-1,"integration/excision",NA,1907,2
"k141_136519_length_92767_cov_23.1603_44","k141_136519_length_92767_cov_23.1603",44,48332,50203,-1,"multidrug","multidrug__mdtE","Efflux pump","k141_136519_length_92767_cov_23.1603_53",53,64479,65608,1,"replication/recombination/repair",NA,14276,9
"k141_13660_length_13297_cov_9.0000_2","k141_13660_length_13297_cov_9.0000",2,948,2537,-1,"multidrug","multidrug__Enterobacter cloacae acrA","Efflux pump","k141_13660_length_13297_cov_9.0000_7",7,6587,7288,-1,"replication/recombination/repair",NA,4050,5
"k141_13660_length_13297_cov_9.0000_2","k141_13660_length_13297_cov_9.0000",2,948,2537,-1,"multidrug","multidrug__Enterobacter cloacae acrA","Efflux pump","k141_13660_length_13297_cov_9.0000_10",10,8334,10903,1,"replication/recombination/repair",NA,5797,8
"k141_13660_length_13297_cov_9.0000_2","k141_13660_length_13297_cov_9.0000",2,948,2537,-1,"multidrug","multidrug__Enterobacter cloacae acrA","Efflux pump","k141_13660_length_13297_cov_9.0000_12",12,10648,11453,1,"replication/recombination/repair",NA,8111,10
"k141_136750_length_369755_cov_336.6477_58","k141_136750_length_369755_cov_336.6477",58,66581,70799,-1,"multidrug","multidrug__oqxB","Efflux pump","k141_136750_length_369755_cov_336.6477_65",65,76636,78541,-1,"replication/recombination/repair",NA,5837,7
"k141_137459_length_24688_cov_15.0000_7","k141_137459_length_24688_cov_15.0000",7,5251,6339,1,"bacitracin","bacitracin__bacA","Antibiotic target alteration","k141_137459_length_24688_cov_15.0000_2",2,584,2909,-1,"replication/recombination/repair",NA,2342,5
"k141_13763_length_709523_cov_42.4402_275","k141_13763_length_709523_cov_42.4402",275,299516,303587,-1,"multidrug","multidrug__mexW","Efflux pump","k141_13763_length_709523_cov_42.4402_265",265,291665,292053,1,"phage","structural",7463,10
"k141_13763_length_709523_cov_42.4402_275","k141_13763_length_709523_cov_42.4402",275,299516,303587,-1,"multidrug","multidrug__mexW","Efflux pump","k141_13763_length_709523_cov_42.4402_266",266,292007,294189,1,"phage","replication,chaperone",5327,9
"k141_13840_length_401646_cov_44.4561_196","k141_13840_length_401646_cov_44.4561",196,221099,225156,1,"multidrug","multidrug__mexW","Efflux pump","k141_13840_length_401646_cov_44.4561_203",203,228930,231115,-1,"phage","replication,chaperone",3774,7
"k141_13840_length_401646_cov_44.4561_196","k141_13840_length_401646_cov_44.4561",196,221099,225156,1,"multidrug","multidrug__mexW","Efflux pump","k141_13840_length_401646_cov_44.4561_204",204,230620,231008,-1,"phage","structural",5464,8
"k141_140699_length_15828_cov_60.2922_13","k141_140699_length_15828_cov_60.2922",13,11552,15701,1,"multidrug","multidrug__acrF","Efflux pump","k141_140699_length_15828_cov_60.2922_8",8,6496,6889,1,"integration/excision","replication/recombination/repair",4663,5
"k141_14098_length_43283_cov_360.9599_41","k141_14098_length_43283_cov_360.9599",41,39369,40462,-1,"beta_lactam","beta_lactam__OXA-417","Enzymatic inactivation","k141_14098_length_43283_cov_360.9599_38",38,37410,38135,-1,"replication/recombination/repair",NA,1234,3
"k141_14148_length_8797_cov_11.0000_6","k141_14148_length_8797_cov_11.0000",6,3987,6316,-1,"multidrug","multidrug__msbA","Efflux pump","k141_14148_length_8797_cov_11.0000_8",8,8228,8605,-1,"integration/excision",NA,1912,2
"k141_142475_length_21208_cov_82.3950_2","k141_142475_length_21208_cov_82.3950",2,777,3106,-1,"multidrug","multidrug__msbA","Efflux pump","k141_142475_length_21208_cov_82.3950_4",4,5039,5420,-1,"integration/excision",NA,1933,2
"k141_142543_length_23064_cov_52.1854_18","k141_142543_length_23064_cov_52.1854",18,16331,18580,1,"polymyxin","polymyxin__rosB","Efflux pump","k141_142543_length_23064_cov_52.1854_8",8,6855,8065,1,"phage","lysis/lysogeny,regulation",8266,10
"k141_14349_length_125051_cov_14.9988_10","k141_14349_length_125051_cov_14.9988",10,13960,18015,1,"multidrug","multidrug__mexW","Efflux pump","k141_14349_length_125051_cov_14.9988_17",17,22383,24561,-1,"phage","replication,chaperone",4368,7
"k141_14349_length_125051_cov_14.9988_10","k141_14349_length_125051_cov_14.9988",10,13960,18015,1,"multidrug","multidrug__mexW","Efflux pump","k141_14349_length_125051_cov_14.9988_18",18,24076,24464,-1,"phage","structural",6061,8
"k141_144617_length_194482_cov_24.9811_16","k141_144617_length_194482_cov_24.9811",16,20994,23579,-1,"macrolide-lincosamide-streptogramin","macrolide-lincosamide-streptogramin__macB","Efflux pump","k141_144617_length_194482_cov_24.9811_6",6,6461,11938,-1,"transfer",NA,9056,10
"k141_144617_length_194482_cov_24.9811_16","k141_144617_length_194482_cov_24.9811",16,20994,23579,-1,"macrolide-lincosamide-streptogramin","macrolide-lincosamide-streptogramin__macB","Efflux pump","k141_144617_length_194482_cov_24.9811_13",13,17743,20780,-1,"phage","infection,regulation",214,3
"k141_144617_length_194482_cov_24.9811_16","k141_144617_length_194482_cov_24.9811",16,20994,23579,-1,"macrolide-lincosamide-streptogramin","macrolide-lincosamide-streptogramin__macB","Efflux pump","k141_144617_length_194482_cov_24.9811_14",14,20053,20474,-1,"phage","replication/recombination/repair",520,2
"k141_144617_length_194482_cov_24.9811_17","k141_144617_length_194482_cov_24.9811",17,22931,24416,-1,"macrolide-lincosamide-streptogramin","macrolide-lincosamide-streptogramin__macA","Efflux pump","k141_144617_length_194482_cov_24.9811_13",13,17743,20780,-1,"phage","infection,regulation",2151,4
"k141_144617_length_194482_cov_24.9811_17","k141_144617_length_194482_cov_24.9811",17,22931,24416,-1,"macrolide-lincosamide-streptogramin","macrolide-lincosamide-streptogramin__macA","Efflux pump","k141_144617_length_194482_cov_24.9811_14",14,20053,20474,-1,"phage","replication/recombination/repair",2457,3
"k141_14701_length_357976_cov_90.1148_83","k141_14701_length_357976_cov_90.1148",83,94257,96492,-1,"polymyxin","polymyxin__rosB","Efflux pump","k141_14701_length_357976_cov_90.1148_79",79,89382,90187,1,"replication/recombination/repair",NA,4070,4
"k141_14753_length_101510_cov_35.5580_52","k141_14753_length_101510_cov_35.5580",52,55283,59375,1,"multidrug","multidrug__mexW","Efflux pump","k141_14753_length_101510_cov_35.5580_59",59,63177,65355,-1,"phage","replication,chaperone",3802,7
"k141_14753_length_101510_cov_35.5580_52","k141_14753_length_101510_cov_35.5580",52,55283,59375,1,"multidrug","multidrug__mexW","Efflux pump","k141_14753_length_101510_cov_35.5580_60",60,64865,65253,-1,"phage","structural",5490,8
"k141_149539_length_58233_cov_43.9833_40","k141_149539_length_58233_cov_43.9833",40,42261,46317,-1,"multidrug","multidrug__mexW","Efflux pump","k141_149539_length_58233_cov_43.9833_32",32,35492,35880,1,"phage","structural",6381,8
"k141_149539_length_58233_cov_43.9833_40","k141_149539_length_58233_cov_43.9833",40,42261,46317,-1,"multidrug","multidrug__mexW","Efflux pump","k141_149539_length_58233_cov_43.9833_33",33,35835,38020,1,"phage","replication,chaperone",4241,7
"k141_151187_length_33628_cov_32.8542_35","k141_151187_length_33628_cov_32.8542",35,32251,33394,-1,"bacitracin","bacitracin__bacA","Antibiotic target alteration","k141_151187_length_33628_cov_32.8542_31",31,30959,31488,1,"integration/excision",NA,763,4
"k141_151187_length_33628_cov_32.8542_35","k141_151187_length_33628_cov_32.8542",35,32251,33394,-1,"bacitracin","bacitracin__bacA","Antibiotic target alteration","k141_151187_length_33628_cov_32.8542_34",34,31975,32262,1,"integration/excision",NA,11,1
"k141_152006_length_6634_cov_56.9421_5","k141_152006_length_6634_cov_56.9421",5,2526,4047,1,"beta_lactam","beta_lactam__ACT-2","Enzymatic inactivation","k141_152006_length_6634_cov_56.9421_9",9,5548,5741,-1,"stability/transfer/defense",NA,1501,4
"k141_152226_length_19212_cov_81.8278_6","k141_152226_length_19212_cov_81.8278",6,5340,9489,-1,"multidrug","multidrug__acrF","Efflux pump","k141_152226_length_19212_cov_81.8278_11",11,13210,13603,-1,"integration/excision","replication/recombination/repair",3721,5
"k141_152860_length_19665_cov_37.9583_4","k141_152860_length_19665_cov_37.9583",4,3485,5814,1,"multidrug","multidrug__msbA","Efflux pump","k141_152860_length_19665_cov_37.9583_2",2,691,1072,1,"integration/excision","regulation,lysis/lysogeny",2413,2
"k141_152860_length_19665_cov_37.9583_4","k141_152860_length_19665_cov_37.9583",4,3485,5814,1,"multidrug","multidrug__msbA","Efflux pump","k141_152860_length_19665_cov_37.9583_12",12,11189,12950,1,"replication/recombination/repair","partitioning",5375,8
"k141_152860_length_19665_cov_37.9583_4","k141_152860_length_19665_cov_37.9583",4,3485,5814,1,"multidrug","multidrug__msbA","Efflux pump","k141_152860_length_19665_cov_37.9583_14",14,13196,19125,1,"replication/recombination/repair","transfer,partitioning",7382,10
"k141_153782_length_34387_cov_92.6956_24","k141_153782_length_34387_cov_92.6956",24,19434,21061,-1,"beta_lactam","beta_lactam__ACT-16","Enzymatic inactivation","k141_153782_length_34387_cov_92.6956_11",11,10490,10879,1,"phage","structural",8555,13
"k141_153782_length_34387_cov_92.6956_24","k141_153782_length_34387_cov_92.6956",24,19434,21061,-1,"beta_lactam","beta_lactam__ACT-16","Enzymatic inactivation","k141_153782_length_34387_cov_92.6956_12",12,10824,13005,1,"phage","replication,chaperone",6429,12
"k141_153782_length_34387_cov_92.6956_24","k141_153782_length_34387_cov_92.6956",24,19434,21061,-1,"beta_lactam","beta_lactam__ACT-16","Enzymatic inactivation","k141_153782_length_34387_cov_92.6956_20",20,17401,17593,1,"stability/transfer/defense",NA,1841,4
"k141_155454_length_264877_cov_89.9790_159","k141_155454_length_264877_cov_89.9790",159,175584,177641,-1,"multidrug","multidrug__emrB","Efflux pump","k141_155454_length_264877_cov_89.9790_149",149,163781,165190,1,"replication/recombination/repair",NA,10394,10
"k141_155454_length_264877_cov_89.9790_159","k141_155454_length_264877_cov_89.9790",159,175584,177641,-1,"multidrug","multidrug__emrB","Efflux pump","k141_155454_length_264877_cov_89.9790_150",150,164909,165574,1,"replication/recombination/repair",NA,10010,9
"k141_155454_length_264877_cov_89.9790_160","k141_155454_length_264877_cov_89.9790",160,177144,178705,-1,"multidrug","multidrug__emrA","Efflux pump","k141_155454_length_264877_cov_89.9790_150",150,164909,165574,1,"replication/recombination/repair",NA,11570,10
"k141_15614_length_40131_cov_26.3578_2","k141_15614_length_40131_cov_26.3578",2,1134,5279,-1,"multidrug","multidrug__acrF","Efflux pump","k141_15614_length_40131_cov_26.3578_5",5,6513,6906,-1,"integration/excision","replication/recombination/repair",1234,3
"k141_15821_length_41537_cov_65.7228_30","k141_15821_length_41537_cov_65.7228",30,30208,32177,1,"multidrug","multidrug__tolC","Efflux pump","k141_15821_length_41537_cov_65.7228_25",25,25596,28116,-1,"replication/recombination/repair","partitioning",2092,5
"k141_158597_length_82749_cov_20.1162_17","k141_158597_length_82749_cov_20.1162",17,21267,23852,-1,"macrolide-lincosamide-streptogramin","macrolide-lincosamide-streptogramin__macB","Efflux pump","k141_158597_length_82749_cov_20.1162_6",6,6415,11304,-1,"transfer",NA,9963,11
"k141_158597_length_82749_cov_20.1162_17","k141_158597_length_82749_cov_20.1162",17,21267,23852,-1,"macrolide-lincosamide-streptogramin","macrolide-lincosamide-streptogramin__macB","Efflux pump","k141_158597_length_82749_cov_20.1162_14",14,18080,21117,-1,"phage","infection,regulation",150,3
"k141_158597_length_82749_cov_20.1162_17","k141_158597_length_82749_cov_20.1162",17,21267,23852,-1,"macrolide-lincosamide-streptogramin","macrolide-lincosamide-streptogramin__macB","Efflux pump","k141_158597_length_82749_cov_20.1162_15",15,20387,20812,-1,"phage","replication/recombination/repair",455,2
"k141_158597_length_82749_cov_20.1162_18","k141_158597_length_82749_cov_20.1162",18,23204,24689,-1,"macrolide-lincosamide-streptogramin","macrolide-lincosamide-streptogramin__macA","Efflux pump","k141_158597_length_82749_cov_20.1162_14",14,18080,21117,-1,"phage","infection,regulation",2087,4
"k141_158597_length_82749_cov_20.1162_18","k141_158597_length_82749_cov_20.1162",18,23204,24689,-1,"macrolide-lincosamide-streptogramin","macrolide-lincosamide-streptogramin__macA","Efflux pump","k141_158597_length_82749_cov_20.1162_15",15,20387,20812,-1,"phage","replication/recombination/repair",2392,3
"k141_159337_length_387771_cov_33.5569_173","k141_159337_length_387771_cov_33.5569",173,183508,185737,1,"bacitracin","bacitracin__bacA","Antibiotic target alteration","k141_159337_length_387771_cov_33.5569_170",170,180450,181223,-1,"replication/recombination/repair",NA,2285,3
"k141_159337_length_387771_cov_33.5569_173","k141_159337_length_387771_cov_33.5569",173,183508,185737,1,"bacitracin","bacitracin__bacA","Antibiotic target alteration","k141_159337_length_387771_cov_33.5569_178",178,191531,192838,1,"transfer","competence",5794,5
"k141_159337_length_387771_cov_33.5569_173","k141_159337_length_387771_cov_33.5569",173,183508,185737,1,"bacitracin","bacitracin__bacA","Antibiotic target alteration","k141_159337_length_387771_cov_33.5569_179",179,192511,193860,1,"transfer","competence",6774,6
"k141_160974_length_31033_cov_12.0000_14","k141_160974_length_31033_cov_12.0000",14,9878,10971,1,"bacitracin","bacitracin__bacA","Antibiotic target alteration","k141_160974_length_31033_cov_12.0000_15",15,10711,12364,-1,"phage","regulation,infection",260,1
"k141_160974_length_31033_cov_12.0000_27","k141_160974_length_31033_cov_12.0000",27,24112,26073,-1,"multidrug","multidrug__tolC","Efflux pump","k141_160974_length_31033_cov_12.0000_32",32,28290,30815,1,"replication/recombination/repair","partitioning",2217,5
"k141_163118_length_52269_cov_43.9570_33","k141_163118_length_52269_cov_43.9570",33,27555,29164,-1,"multidrug","multidrug__mdtH","Efflux pump","k141_163118_length_52269_cov_43.9570_30",30,25374,25699,-1,"replication/recombination/repair",NA,1856,3
"k141_164331_length_235437_cov_252.1051_6","k141_164331_length_235437_cov_252.1051",6,5382,7631,-1,"polymyxin","polymyxin__rosB","Efflux pump","k141_164331_length_235437_cov_252.1051_15",15,15746,16958,-1,"phage","lysis/lysogeny,regulation",8115,9
"k141_164430_length_3403_cov_5.0000_1","k141_164430_length_3403_cov_5.0000",1,38,1131,1,"beta_lactam","beta_lactam__OXA-417","Enzymatic inactivation","k141_164430_length_3403_cov_5.0000_4",4,2273,2998,1,"replication/recombination/repair",NA,1142,3
"k141_16608_length_43283_cov_671.8656_41","k141_16608_length_43283_cov_671.8656",41,39369,40462,-1,"beta_lactam","beta_lactam__OXA-417","Enzymatic inactivation","k141_16608_length_43283_cov_671.8656_38",38,37410,38135,-1,"replication/recombination/repair",NA,1234,3
"k141_167376_length_55117_cov_37.9762_37","k141_167376_length_55117_cov_37.9762",37,44250,46579,-1,"multidrug","multidrug__msbA","Efflux pump","k141_167376_length_55117_cov_37.9762_27",27,31795,37752,-1,"replication/recombination/repair","transfer,partitioning",6498,10
"k141_167376_length_55117_cov_37.9762_37","k141_167376_length_55117_cov_37.9762",37,44250,46579,-1,"multidrug","multidrug__msbA","Efflux pump","k141_167376_length_55117_cov_37.9762_29",29,36985,38746,-1,"replication/recombination/repair","partitioning",5504,8
"k141_167376_length_55117_cov_37.9762_37","k141_167376_length_55117_cov_37.9762",37,44250,46579,-1,"multidrug","multidrug__msbA","Efflux pump","k141_167376_length_55117_cov_37.9762_39",39,48486,48863,-1,"integration/excision",NA,1907,2
"k141_16816_length_389413_cov_196.7722_109","k141_16816_length_389413_cov_196.7722",109,111233,112322,1,"bacitracin","bacitracin__bacA","Antibiotic target alteration","k141_16816_length_389413_cov_196.7722_102",102,103569,104257,1,"replication/recombination/repair",NA,6976,7
"k141_16816_length_389413_cov_196.7722_109","k141_16816_length_389413_cov_196.7722",109,111233,112322,1,"bacitracin","bacitracin__bacA","Antibiotic target alteration","k141_16816_length_389413_cov_196.7722_104",104,106368,108693,-1,"replication/recombination/repair",NA,2540,5
"k141_170149_length_196295_cov_21.0599_84","k141_170149_length_196295_cov_21.0599",84,76396,78453,-1,"multidrug","multidrug__emrB","Efflux pump","k141_170149_length_196295_cov_21.0599_74",74,66024,66689,1,"replication/recombination/repair",NA,9707,10
"k141_171021_length_20344_cov_251.9643_9","k141_171021_length_20344_cov_251.9643",9,10287,14343,1,"multidrug","multidrug__mexW","Efflux pump","k141_171021_length_20344_cov_251.9643_16",16,18118,20303,-1,"phage","replication,chaperone",3775,7
"k141_171021_length_20344_cov_251.9643_9","k141_171021_length_20344_cov_251.9643",9,10287,14343,1,"multidrug","multidrug__mexW","Efflux pump","k141_171021_length_20344_cov_251.9643_17",17,19808,20196,-1,"phage","structural",5465,8
"k141_171459_length_485892_cov_159.0142_160","k141_171459_length_485892_cov_159.0142",160,182811,187029,-1,"multidrug","multidrug__oqxB","Efflux pump","k141_171459_length_485892_cov_159.0142_167",167,192866,194771,-1,"replication/recombination/repair",NA,5837,7
"k141_17165_length_808705_cov_36.8843_166","k141_17165_length_808705_cov_36.8843",166,174714,178905,-1,"multidrug","multidrug__sdeY","Efflux pump","k141_17165_length_808705_cov_36.8843_171",171,183533,184234,-1,"replication/recombination/repair",NA,4628,5
"k141_17165_length_808705_cov_36.8843_166","k141_17165_length_808705_cov_36.8843",166,174714,178905,-1,"multidrug","multidrug__sdeY","Efflux pump","k141_17165_length_808705_cov_36.8843_174",174,185281,187846,1,"replication/recombination/repair",NA,6376,8
"k141_17165_length_808705_cov_36.8843_166","k141_17165_length_808705_cov_36.8843",166,174714,178905,-1,"multidrug","multidrug__sdeY","Efflux pump","k141_17165_length_808705_cov_36.8843_176",176,187593,188398,1,"replication/recombination/repair",NA,8688,10
"k141_17165_length_808705_cov_36.8843_167","k141_17165_length_808705_cov_36.8843",167,177883,179472,-1,"multidrug","multidrug__Enterobacter cloacae acrA","Efflux pump","k141_17165_length_808705_cov_36.8843_171",171,183533,184234,-1,"replication/recombination/repair",NA,4061,4
"k141_17165_length_808705_cov_36.8843_167","k141_17165_length_808705_cov_36.8843",167,177883,179472,-1,"multidrug","multidrug__Enterobacter cloacae acrA","Efflux pump","k141_17165_length_808705_cov_36.8843_174",174,185281,187846,1,"replication/recombination/repair",NA,5809,7
"k141_17165_length_808705_cov_36.8843_167","k141_17165_length_808705_cov_36.8843",167,177883,179472,-1,"multidrug","multidrug__Enterobacter cloacae acrA","Efflux pump","k141_17165_length_808705_cov_36.8843_176",176,187593,188398,1,"replication/recombination/repair",NA,8121,9
"k141_17165_length_808705_cov_36.8843_181","k141_17165_length_808705_cov_36.8843",181,193570,195799,-1,"polymyxin","polymyxin__rosB","Efflux pump","k141_17165_length_808705_cov_36.8843_171",171,183533,184234,-1,"replication/recombination/repair",NA,9336,10
"k141_17165_length_808705_cov_36.8843_181","k141_17165_length_808705_cov_36.8843",181,193570,195799,-1,"polymyxin","polymyxin__rosB","Efflux pump","k141_17165_length_808705_cov_36.8843_174",174,185281,187846,1,"replication/recombination/repair",NA,5724,7
"k141_17165_length_808705_cov_36.8843_181","k141_17165_length_808705_cov_36.8843",181,193570,195799,-1,"polymyxin","polymyxin__rosB","Efflux pump","k141_17165_length_808705_cov_36.8843_176",176,187593,188398,1,"replication/recombination/repair",NA,5172,5
"k141_17165_length_808705_cov_36.8843_181","k141_17165_length_808705_cov_36.8843",181,193570,195799,-1,"polymyxin","polymyxin__rosB","Efflux pump","k141_17165_length_808705_cov_36.8843_185",185,199268,200325,-1,"transfer",NA,3469,4
"k141_17165_length_808705_cov_36.8843_181","k141_17165_length_808705_cov_36.8843",181,193570,195799,-1,"polymyxin","polymyxin__rosB","Efflux pump","k141_17165_length_808705_cov_36.8843_189",189,203576,204793,-1,"phage","lysis/lysogeny,regulation",7777,8
"k141_17165_length_808705_cov_36.8843_581","k141_17165_length_808705_cov_36.8843",581,627904,629389,1,"macrolide-lincosamide-streptogramin","macrolide-lincosamide-streptogramin__macA","Efflux pump","k141_17165_length_808705_cov_36.8843_584",584,631516,631941,1,"phage","replication/recombination/repair",2127,3
"k141_17165_length_808705_cov_36.8843_581","k141_17165_length_808705_cov_36.8843",581,627904,629389,1,"macrolide-lincosamide-streptogramin","macrolide-lincosamide-streptogramin__macA","Efflux pump","k141_17165_length_808705_cov_36.8843_585",585,631864,634901,1,"phage","infection,regulation",2475,4
"k141_17165_length_808705_cov_36.8843_582","k141_17165_length_808705_cov_36.8843",582,629016,631601,1,"macrolide-lincosamide-streptogramin","macrolide-lincosamide-streptogramin__macB","Efflux pump","k141_17165_length_808705_cov_36.8843_584",584,631516,631941,1,"phage","replication/recombination/repair",85,2
"k141_17165_length_808705_cov_36.8843_582","k141_17165_length_808705_cov_36.8843",582,629016,631601,1,"macrolide-lincosamide-streptogramin","macrolide-lincosamide-streptogramin__macB","Efflux pump","k141_17165_length_808705_cov_36.8843_585",585,631864,634901,1,"phage","infection,regulation",263,3
"k141_17165_length_808705_cov_36.8843_622","k141_17165_length_808705_cov_36.8843",622,683362,685691,1,"multidrug","multidrug__msbA","Efflux pump","k141_17165_length_808705_cov_36.8843_620",620,680559,680940,1,"integration/excision",NA,2422,2
"k141_17165_length_808705_cov_36.8843_622","k141_17165_length_808705_cov_36.8843",622,683362,685691,1,"multidrug","multidrug__msbA","Efflux pump","k141_17165_length_808705_cov_36.8843_630",630,691029,692790,1,"replication/recombination/repair","partitioning",5338,8
"k141_17165_length_808705_cov_36.8843_622","k141_17165_length_808705_cov_36.8843",622,683362,685691,1,"multidrug","multidrug__msbA","Efflux pump","k141_17165_length_808705_cov_36.8843_632",632,693036,698969,1,"replication/recombination/repair","transfer,partitioning",7345,10
"k141_172021_length_41014_cov_100.9378_2","k141_172021_length_41014_cov_100.9378",2,1432,3661,1,"polymyxin","polymyxin__rosB","Efflux pump","k141_172021_length_41014_cov_100.9378_7",7,8456,9261,-1,"replication/recombination/repair",NA,4795,5
